id,username,msgtime,star,comment,effflag,storeid,segmented
1069,周月英,5 個月前,4,,1,1739,
1070,林淑惠,5 個月前,4,餐點：4/5  |  服務：5/5  |  氣氛：4/5,0,1739,餐點 ： 4 / 5     |     服務 ： 5 / 5     |     氣氛 ： 4 / 5
1071,林林子豪,5 個月前,3,調味普通吃老屋氣氛的餐廳 服務生點菜很急壓力有點大 想吃的龍蝦義大利麵賣完了 ??更多,1,1739,調味 普通 吃 老屋 氣氛 的 餐廳   服務 生點 菜 很 急 壓力 有點 大   想 吃 的 龍 蝦義 大利 麵 賣 完 了   ? ? 更 多
1072,Howard Chang,5 個月前,2,氣氛和服務都很一般，但是他們在準備牛排時遇到了太多問題，因為我們整桌人都把牛排退回來了，因為它們都沒有煮熟……而且在他們第二次把牛排帶回廚房後仍然沒有煮熟。令人驚訝的是，魚煮得很完美，但牛排有太多問題。溫熱的清酒煮牡蠣射手也很沒有吸引力。不會再回來了。 ??更多,0,1739,氣氛 和服 務 都 很 一般 ， 但是 他們 在 準備 牛排 時 遇到 了 太多 問題 ， 因為 我們 整桌 人 都 把 牛排 退回 來 了 ， 因為 它們 都 沒 有 煮熟 … … 而且 在 他們 第二次 把 牛排 帶回 廚房 後 仍然 沒有 煮熟 。 令人 驚訝 的 是 ， 魚煮 得 很 完美 ， 但 牛排 有太多 問題 。 溫熱 的 清酒 煮 牡蠣 射手 也 很 沒 有 吸引力 。 不會 再 回來 了 。   ? ? 更 多
1073,張瑞毓,6 個月前,5,大推,0,1739,大 推
1074,Liang-Kung Chen,6 個月前,4,更多,0,1739,更 多
1075,喜堂嫻,6 個月前,4,,0,1739,
1076,hsuannaush,6 個月前,4,更多,0,1739,更 多
1077,賴儀華,6 個月前,4,,0,1739,
1078,rong-fu yang,6 個月前,4,"適合閒聊的地方,環境悠靜置於大樹花草的日式建築,很享受寧靜的氣氛。   ??更多",0,1739,"適合 閒聊 的 地方 , 環境 悠靜置 於 大樹 花草 的 日式 建築 , 很 享受 寧靜 的 氣氛 。       ? ? 更 多"
1079,Jack Leung,6 個月前,5,更多,0,1739,更 多
1080,Cheng-Hong Tsai (Xavier),6 個月前,5,更多,1,1739,更 多
1081,周旻宏（BESTROAD 3D JEWELRY）,25 分鐘前,5,真的很好吃  也很新鮮  會吃的人都覺得便宜又好吃  又享受 餐點：5/5  |  服務：5/5  |  氣氛：5/5,0,1740,真的 很 好吃     也 很 新鮮     會 吃 的 人 都 覺得 便宜 又 好吃     又 享受   餐點 ： 5 / 5     |     服務 ： 5 / 5     |     氣氛 ： 5 / 5
1082,奇石,16 小時前,5,整體氛圍跟餐點味道都是較獨有，客滿熱鬧，少人也有氣氛。菜單多變多樣，壽司飯軟硬適中酸甜合宜、搭配海膽軟絲甘貝極美味。店家自熬味增湯很好喝回甘（有個名字忘了）。炸牛蒡酥脆。套餐物超所值。偶有高官名人低調用餐。今天中午隔壁大使與外賓用餐。 餐點：5/5  |  服務：5/5  |  氣氛：5/5,0,1740,整體 氛圍 跟 餐點 味道 都 是 較 獨有 ， 客滿 熱鬧 ， 少人 也 有 氣氛 。 菜 單多 變多樣 ， 壽司 飯 軟 硬 適中 酸甜 合宜 、 搭配 海膽 軟絲 甘貝極 美味 。 店家 自熬 味 增湯 很 好喝 回甘 （ 有個 名字 忘 了 ） 。 炸 牛蒡 酥脆 。 套餐 物超所值 。 偶有 高官 名人 低調 用餐 。 今天 中午 隔壁 大使 與 外賓 用餐 。   餐點 ： 5 / 5     |     服務 ： 5 / 5     |     氣氛 ： 5 / 5
1083,TC CHEN,20 小時前,2,鮭魚炒飯350+10% 餐點：2/5  |  服務：4/5  |  氣氛：5/5,0,1740,鮭魚 炒 飯 350 + 10%   餐點 ： 2 / 5     |     服務 ： 4 / 5     |     氣氛 ： 5 / 5
1084,羅昌明,1 天前,5,炸牛蒡酥脆，生魚片很鮮。每年除夕老爸指定圍爐店。慶生愛店，無菜單意外豐盛（不是一直餵我們壽司的無菜單……），醋飯甘甜Q彈，十八味珍湯好喝濃郁，火鍋鮮甜暖心！ 餐點：5/5  |  服務：5/5  |  氣氛：5/5  建議的餐點 綜合串燒 炒烏龍 綜合握壽司 生魚片 炸牛蒡,0,1740,炸 牛蒡 酥脆 ， 生魚片 很鮮 。 每年 除夕 老爸 指定 圍爐店 。 慶生 愛店 ， 無菜 單 意外 豐盛 （ 不是 一直 餵 我們 壽司 的 無菜 單 … … ） ， 醋 飯 甘甜 Q 彈 ， 十八 味珍湯 好喝 濃郁 ， 火鍋鮮 甜暖心 ！   餐點 ： 5 / 5     |     服務 ： 5 / 5     |     氣氛 ： 5 / 5     建議 的 餐點   綜合 串燒   炒 烏龍   綜合握 壽司   生魚片   炸 牛蒡
1085,Ingrid Seto,1 天前,2,你會期望更多的價格！這就是他們所說的炒麵！ 餐點：1/5  |  服務：2/5  |  氣氛：3/5,0,1740,你 會 期望 更 多 的 價格 ！ 這 就是 他們 所 說 的 炒 麵 ！   餐點 ： 1 / 5     |     服務 ： 2 / 5     |     氣氛 ： 3 / 5
1086,李玨叡,2 天前,5,餐點：5/5  |  服務：5/5  |  氣氛：4/5  建議的餐點 炒烏龍 綜合握壽司 炸牛蒡 前菜沙拉,0,1740,餐點 ： 5 / 5     |     服務 ： 5 / 5     |     氣氛 ： 4 / 5     建議 的 餐點   炒 烏龍   綜合握 壽司   炸 牛蒡   前菜 沙拉
1087,Jack Chou,3 天前,5,去過餐廳幾次了。海鮮很棒，壽司和套餐都很美味。架子真的很擅長烹飪美味的食物。最重要的！ ！價格合理。推薦欣賞。  再次來到，感覺和往常一樣，食物非常美味，服務也很感激。  如此美味的食物,0,1740,去 過餐 廳 幾次 了 。 海鮮 很棒 ， 壽司 和 套餐 都 很 美味 。 架子 真的 很 擅長 烹飪 美味 的 食物 。 最 重要 的 ！   ！ 價格 合理 。 推薦 欣賞 。     再次 來 到 ， 感覺 和 往常 一樣 ， 食物 非常 美味 ， 服務 也 很 感激 。     如此 美味 的 食物
1088,Sheryl Wong,3 天前,1,被評論和相片吸引進來，點了兩份1800的無菜單料理，打從第二度菜開始就後悔了?  刺身很不新鮮，完全沒有生魚片本身的味道，質地也很老，頭幾個刺身都未完全解凍就拿上桌，那片Toro最嚇人，像一片薄薄的橡筋皮，根本咬不開，每度菜都下很重的調味，因為食材本身很不濟，海鮮湯很油但沒有鮮味，喝了一口就放棄了  1800吃了這樣一餐，連服務費兩個人就4000塊，感覺給騙了，這裡的五星評價和照片大概都是店家放的吧，很不老實的店 餐點：1/5  |  服務：3/5  |  氣氛：1/5,1,1740,被 評論 和 相片 吸引 進來 ， 點了 兩份 1800 的 無菜 單 料理 ， 打 從 第二度 菜 開始 就後悔 了 ?     刺身 很 不新鮮 ， 完全 沒 有生 魚片 本身 的 味道 ， 質地 也 很 老 ， 頭幾個 刺身 都 未 完全 解凍 就 拿 上桌 ， 那片 Toro 最嚇 人 ， 像 一片 薄薄的 橡筋 皮 ， 根本 咬不開 ， 每度 菜 都 下 很 重 的 調味 ， 因為 食材 本身 很不濟 ， 海鮮湯 很 油 但 沒 有 鮮味 ， 喝 了 一口 就 放棄 了     1800 吃 了 這樣 一餐 ， 連服務費 兩個 人 就 4000 塊 ， 感覺 給騙 了 ， 這裡 的 五星 評價 和 照片 大概 都 是 店家 放 的 吧 ， 很 不 老實 的 店   餐點 ： 1 / 5     |     服務 ： 3 / 5     |     氣氛 ： 1 / 5
1089,Jatty Cheng,4 天前,5,出色的用餐環境和新鮮的日本正宗美食，友善的老闆帶著吃貨前來。  餐點：5/5  |  服務：5/5  |  氣氛：5/5,0,1740,出色 的 用餐 環境 和 新鮮 的 日本 正宗 美食 ， 友善 的 老 闆 帶 著 吃 貨前 來 。     餐點 ： 5 / 5     |     服務 ： 5 / 5     |     氣氛 ： 5 / 5
1090,Shawn PT,1 週前,5,好吃值回票價！ 建議的餐點 生魚片,0,1740,好吃 值 回票價 ！   建議 的 餐點   生魚片
1091,祝福,2 週前,5,生魚片鮮甜，套餐超值，選擇多樣。整體性格且實在。食材豐美，料理多變，有種種日本小店的fu。有時整間滿滿，有時安靜溫馨。習慣一人獨酌，是一個人也可以享受自處放鬆放空的店。 餐點：5/5  |  服務：5/5  |  氣氛：5/5,1,1740,生魚片 鮮甜 ， 套餐 超值 ， 選擇 多樣 。 整體 性格 且實 在 。 食材 豐美 ， 料理 多變 ， 有 種種 日本 小店 的 fu 。 有時 整間 滿滿 ， 有 時安靜 溫馨 。 習慣 一人 獨酌 ， 是 一個 人 也 可以 享受 自處 放 鬆 放空 的 店 。   餐點 ： 5 / 5     |     服務 ： 5 / 5     |     氣氛 ： 5 / 5
1092,山昇女,3 週前,5,友人生日訂無菜單2500套餐2份，加點1個海膽干貝漢堡、豪大大蝦、和牛刺身、黃金牛肉陶板（真能吃）。和牛入口即化。真材實料，擺盤驚艷。生魚片新鮮，服務親切。走訪無數日料裝潢高檔、架勢十足，吃完還是空虛。御景人手不多，也是面面俱到、溫馨滿足。 餐點：5/5  |  服務：5/5  |  氣氛：5/5,1,1740,友人 生日 訂無菜 單 2500 套餐 2 份 ， 加點 1 個海膽 干貝漢堡 、 豪 大大 蝦 、 和 牛 刺身 、 黃 金 牛肉 陶板 （ 真能 吃 ） 。 和 牛 入口 即 化 。 真材 實料 ， 擺盤 驚艷 。 生魚片 新鮮 ， 服務 親切 。 走訪 無數 日料 裝潢 高檔 、 架勢 十足 ， 吃 完 還是 空虛 。 御景 人手 不 多 ， 也 是 面面俱到 、 溫馨 滿足 。   餐點 ： 5 / 5     |     服務 ： 5 / 5     |     氣氛 ： 5 / 5
1093,群（雙魚）,4 週前,5,每道菜都好精緻好好吃，吃主廚配菜 前菜鮑魚龍沙拉簡直讓我驚艷 餐點：5/5  |  服務：5/5  |  氣氛：5/5,0,1740,每道菜 都 好 精 緻 好 好吃 ， 吃主廚 配菜   前菜 鮑魚 龍 沙拉 簡直 讓 我 驚艷   餐點 ： 5 / 5     |     服務 ： 5 / 5     |     氣氛 ： 5 / 5
1094,伙萊祝,1 個月前,5,朋友推薦，一試成主顧。習慣單點特色料理或魚多多定食。無菜單料理也很出色，不同於一般，最好先指定預算。物超所值。老闆頗低調。 餐點：5/5  |  服務：5/5  |  氣氛：5/5,0,1740,朋友 推薦 ， 一試 成主顧 。 習慣 單點 特色 料理 或魚 多多 定食 。 無菜 單 料理 也 很 出色 ， 不同 於 一般 ， 最好 先 指定 預算 。 物超所值 。 老 闆 頗 低調 。   餐點 ： 5 / 5     |     服務 ： 5 / 5     |     氣氛 ： 5 / 5
1095,???,1 個月前,5,好吃，不錯 餐點：5/5  |  服務：5/5  |  氣氛：5/5,0,1740,好吃 ， 不錯   餐點 ： 5 / 5     |     服務 ： 5 / 5     |     氣氛 ： 5 / 5
1096,月影,1 個月前,5,超級好吃 餐點：5/5  |  服務：5/5  |  氣氛：5/5,1,1740,超級 好吃   餐點 ： 5 / 5     |     服務 ： 5 / 5     |     氣氛 ： 5 / 5
1097,Ben Huang,1 個月前,5,餐點：5/5  |  服務：5/5  |  氣氛：4/5,0,1740,餐點 ： 5 / 5     |     服務 ： 5 / 5     |     氣氛 ： 4 / 5
1098,Simoni Liu,1 個月前,4,餐點：4/5  |  服務：3/5  |  氣氛：3/5,0,1740,餐點 ： 4 / 5     |     服務 ： 3 / 5     |     氣氛 ： 3 / 5
1099,Thompson Ho,1 個月前,4,住附近 來了2-3次 。   內用蠻刻難的而且偏吵鬧 但蠻便宜的 餐點：4/5  |  服務：4/5  |  氣氛：4/5,0,1740,住 附近   來 了 2 - 3 次   。       內用 蠻刻 難 的 而且 偏吵 鬧   但 蠻 便宜 的   餐點 ： 4 / 5     |     服務 ： 4 / 5     |     氣氛 ： 4 / 5
1100,wei huang,1 個月前,5,,1,1740,
1101,Li YDin,1 個月前,3,東西是不難吃，只能說同價位可以選更好的，台北人真好養 餐點：4/5  |  服務：4/5  |  氣氛：4/5,0,1740,東西 是 不 難 吃 ， 只能 說同 價位 可以 選 更好 的 ， 台北人 真好養   餐點 ： 4 / 5     |     服務 ： 4 / 5     |     氣氛 ： 4 / 5
1102,Yvonne Chen,2 個月前,5,餐點新鮮，極上海鮮定食CP值高！蘆筍蝦手卷實在新鮮，推推！ 鰻魚定食使用星鰻，肉體偏瘦。 18味味增湯鮮濃，喝的到用心。 服務親近。 餐點：4/5  |  服務：5/5  |  氣氛：4/5  建議的餐點 三鮮定食 生魚片 無敵大圓滿海鮮蓋飯 蛤蠣十八味珍湯,1,1740,餐點 新鮮 ， 極 上海 鮮定 食 CP 值高 ！ 蘆筍 蝦 手卷 實在 新鮮 ， 推推 ！   鰻魚 定食 使用 星鰻 ， 肉體 偏瘦 。   18 味味 增湯 鮮濃 ， 喝 的 到 用心 。   服務親 近 。   餐點 ： 4 / 5     |     服務 ： 5 / 5     |     氣氛 ： 4 / 5     建議 的 餐點   三鮮定 食   生魚片   無敵 大圓滿 海鮮蓋 飯   蛤蠣 十八 味珍湯
1103,Yami Food,2 個月前,5,餐點： ：價位上從240多（單品） 到特別單人特典餐6000都有 基本套餐約在500-998都有。 ：精緻而且生魚片新鮮. 連海膽都算陸上保存好的新鮮 擺盤高雅，吃的巧，八分飽。 加了野菜就整個飽起來了。 ?? 這次點的是海鮮套餐 外加一份野菜天婦羅 （野菜天婦羅很考驗炸物的功力， 我覺得老闆炸的很好， 醬汁也完美的搭配了炸物） 一共1100左右 ??結論： 下次想去點個人1800的套餐 適合帶家人、家長等見面吃飯的地點（畢竟算是一個價位比較高的地方） 其他我觀察到的部分： 音樂： 日式餐廳裡面很少見的放比較復古日式音樂的餐廳。演歌感覺的。？ 裝潢： 依照年份充分的裝飾了當年度的生肖，蠻可愛的，可以看出老闆的小巧思。 廁所： 乾淨而且乾燥， 兩個布門簾好好的把空間隔開。 廁所佈置偏可愛。  停車場：離捷運很近 餐點：5/5  |  服務：5/5  |  氣氛：5/5  建議的餐點 生魚片,0,1740,餐點 ：   ： 價位 上 從 240 多 （ 單品 ）   到 特別 單人 特典 餐 6000 都 有   基本 套餐 約 在 500 - 998 都 有 。   ： 精 緻 而且 生魚片 新鮮 .   連海膽 都 算 陸上 保存 好 的 新鮮   擺盤 高雅 ， 吃 的 巧 ， 八分 飽 。   加 了 野菜 就 整個 飽 起來 了 。   ? ?   這次點 的 是 海鮮 套餐   外加 一份 野菜 天婦 羅   （ 野菜 天婦 羅 很 考驗 炸物 的 功力 ，   我覺 得 老 闆 炸 的 很 好 ，   醬汁 也 完美 的 搭配 了 炸物 ）   一共 1100 左右   ? ? 結論 ：   下次 想 去 點個 人 1800 的 套餐   適合帶 家人 、 家長 等 見面 吃 飯 的 地點 （ 畢竟 算是 一個 價位 比 較 高 的 地方 ）   其他 我 觀察到 的 部分 ：   音樂 ：   日式 餐廳 裡面 很少 見 的 放 比 較 復 古 日式 音樂 的 餐廳 。 演歌 感覺 的 。 ？   裝潢 ：   依照 年份 充分 的 裝飾 了當 年度 的 生肖 ， 蠻 可愛的 ， 可以 看出 老 闆 的 小 巧思 。   廁所 ：   乾淨 而且 乾燥 ，   兩個 布門簾 好好 的 把 空間 隔開 。   廁所 佈 置 偏 可 愛 。     停車場 ： 離捷運 很 近   餐點 ： 5 / 5     |     服務 ： 5 / 5     |     氣氛 ： 5 / 5     建議 的 餐點   生魚片
1104,Sherry Hu,2 個月前,5,餐點：5/5  |  服務：5/5  |  氣氛：5/5  建議的餐點 三鮮定食,0,1740,餐點 ： 5 / 5     |     服務 ： 5 / 5     |     氣氛 ： 5 / 5     建議 的 餐點   三鮮定 食
1105,玉婷林,2 個月前,5,今天點了大蝦起士牛肉跟大白帶魚，海鮮新鮮好吃，餐點精緻，吃完超驚豔，是值得再回顧的餐廳 餐點：5/5  |  服務：5/5  |  氣氛：5/5  建議的餐點 松阪豬味噌鍋,1,1740,今天 點了 大蝦 起士 牛肉 跟 大白 帶魚 ， 海鮮 新鮮 好吃 ， 餐點 精 緻 ， 吃 完超 驚 豔 ， 是 值得 再 回顧 的 餐廳   餐點 ： 5 / 5     |     服務 ： 5 / 5     |     氣氛 ： 5 / 5     建議 的 餐點   松阪 豬味 噌 鍋
1106,廖明,2 個月前,4,無菜單料理！所以主廚推薦是依個人付費與需要來規劃出店裏的食材現有的餐品，算是高檔的餐廳（1500元/人至6600元/人分5個級數）！以食藝美宴來點化你生活的時尚潮流與尊榮！ 不過因同業競爭壓力，也有開列出簡式的商務套餐，價格約500~990元/人，可以事前預約以免額滿無法進入用餐！  停車場：旁邊有付費停車場，但常滿格，所以造成停車不便，但坐捷運在善導寺站2號出口出來回頭到路口右轉直走第一條巷子裡就到了！所以可以免開車用餐！ 餐點：4/5  |  服務：5/5  |  氣氛：5/5  建議的餐點 黑鮪魚精緻卷 三鮮定食 海膽極品黑鮪 松阪豬味噌鍋 綜合握壽司 海膽握壽司 生魚片 炸牛蒡 前菜沙拉  停車位 不確定  附近的停車場 付費停車位,1,1740,無菜 單 料理 ！ 所以 主廚 推薦 是 依個 人 付費 與 需要 來 規劃 出店 裏 的 食材現 有 的 餐品 ， 算是 高檔 的 餐廳 （ 1500 元 / 人至 6600 元 / 人分 5 個級數 ） ！ 以食 藝美宴 來 點化 你 生活 的 時尚 潮流 與 尊榮 ！   不過 因同業 競爭 壓力 ， 也 有 開 列出 簡式 的 商務 套餐 ， 價格 約 500 ~ 990 元 / 人 ， 可以 事前 預約 以免 額滿 無法 進入 用餐 ！     停車場 ： 旁邊 有 付費 停車場 ， 但常 滿格 ， 所以 造成 停車 不便 ， 但 坐 捷運 在 善導 寺 站 2 號 出口 出來 回頭 到 路口 右 轉直 走 第一 條 巷子 裡就 到 了 ！ 所以 可以 免開車 用餐 ！   餐點 ： 4 / 5     |     服務 ： 5 / 5     |     氣氛 ： 5 / 5     建議 的 餐點   黑 鮪 魚 精 緻 卷   三鮮定 食   海膽 極品 黑 鮪   松阪 豬味 噌 鍋   綜合握 壽司   海膽握 壽司   生魚片   炸 牛蒡   前菜 沙拉     停車位   不 確定     附近 的 停車場   付費 停車位
1107,Lin una,3 個月前,5,好吃～最不起眼的味噌湯 竟然超好喝！就知道老闆很用心  定食～壽司都好好吃！ 餐點：5/5  |  服務：4/5  |  氣氛：3/5,0,1740,好吃 ～ 最 不起眼 的 味 噌 湯   竟然 超 好喝 ！ 就 知道 老 闆 很 用心     定食 ～ 壽司 都 好 好吃 ！   餐點 ： 5 / 5     |     服務 ： 4 / 5     |     氣氛 ： 3 / 5
1108,金華,3 個月前,5,推薦無菜單料理。。喜愛和牛的朋友，走過路過，千萬別錯過啊！ 店裡有認證5A等級宮崎和牛? 還有超多美味的?????? 餐點：5/5  |  服務：5/5  |  氣氛：5/5,1,1740,推薦 無菜 單 料理 。 。 喜愛和牛 的 朋友 ， 走過 路過 ， 千萬別 錯過 啊 ！   店裡 有 認證 5A 等級 宮崎和牛 ?   還有 超多 美味 的 ? ? ? ? ? ?   餐點 ： 5 / 5     |     服務 ： 5 / 5     |     氣氛 ： 5 / 5
1109,Coach swimming,3 個月前,2,餐點：2/5  |  服務：2/5  |  氣氛：2/5,0,1740,餐點 ： 2 / 5     |     服務 ： 2 / 5     |     氣氛 ： 2 / 5
1110,林宗憲,3 個月前,5,1800無菜單料理 男生女生都吃得飽 （老闆會招待，並且詢問有無吃飽，超級貼心）  食材非常新鮮好吃 尤其烤蝦  其他料理 也都非常非常喜歡  五個人聚餐 完全沒負評喔！ 餐點：5/5  |  服務：5/5  |  氣氛：5/5,0,1740,1800 無菜 單 料理   男生女生 都 吃 得 飽   （ 老 闆 會 招待 ， 並且 詢問 有 無 吃 飽 ， 超級 貼心 ）     食材 非常 新鮮 好吃   尤其 烤 蝦     其他 料理   也 都 非常 非常 喜歡     五個 人 聚餐   完全 沒 負評 喔 ！   餐點 ： 5 / 5     |     服務 ： 5 / 5     |     氣氛 ： 5 / 5
1111,ewda (雷霆),3 個月前,5,跟老婆兒子小姨子來吃晚餐 餐點：5/5  |  服務：5/5  |  氣氛：5/5  建議的餐點 綜合串燒,0,1740,跟 老婆 兒子 小姨子 來 吃 晚餐   餐點 ： 5 / 5     |     服務 ： 5 / 5     |     氣氛 ： 5 / 5     建議 的 餐點   綜合 串燒
1112,劉威,3 個月前,5,在善導寺站附近一間相當有水準的日料餐廳，價錢稍高，但東西真的非常澎湃好吃，這次我單點一份海鮮炒烏龍，味道很好份量足夠，且海鮮給的很豐富，老闆也十分好客，時常會招待小菜，且無用餐時間限制，離捷運站也很近，是三五好友聊天聚聚的好去處，真心推薦！ 餐點：5/5  |  服務：5/5  |  氣氛：5/5,0,1740,在 善導 寺 站 附近 一間 相當 有 水準 的 日料 餐廳 ， 價錢 稍 高 ， 但 東西 真的 非常 澎湃 好吃 ， 這次 我 單點 一份 海鮮 炒 烏龍 ， 味道 很 好 份量 足夠 ， 且 海鮮給 的 很 豐富 ， 老 闆 也 十分 好客 ， 時常會 招待 小菜 ， 且 無 用餐 時間 限制 ， 離捷 運站 也 很 近 ， 是 三五 好友 聊天 聚聚 的 好 去 處 ， 真心 推薦 ！   餐點 ： 5 / 5     |     服務 ： 5 / 5     |     氣氛 ： 5 / 5
1113,Jo-En Chien,3 個月前,5,無菜單料理 食材非常新鮮 海膽松露蒸蛋&味噌湯都非常有特色 餐點：5/5  |  服務：5/5  |  氣氛：5/5,0,1740,無菜 單 料理   食材 非常 新鮮   海膽 松露 蒸蛋 & 味 噌 湯都 非常 有 特色   餐點 ： 5 / 5     |     服務 ： 5 / 5     |     氣氛 ： 5 / 5
1114,彭國慶,3 個月前,5,老闆娘很優質的服務，新鮮美味。 餐點：5/5  |  服務：5/5  |  氣氛：5/5,0,1740,老 闆 娘 很 優質 的 服務 ， 新鮮 美味 。   餐點 ： 5 / 5     |     服務 ： 5 / 5     |     氣氛 ： 5 / 5
1115,法蘭克凡,4 個月前,5,食材豐美，料理多變，日本味的裝潢，時而歡樂時而溫柔的氛圍。多人能開懷聚會；少人自在談心；一個人也可以享受自處放鬆放空。個性濃重又能輕易融合的一家店。,1,1740,食材 豐美 ， 料理 多變 ， 日本 味 的 裝潢 ， 時 而 歡樂時 而 溫柔 的 氛圍 。 多人能 開懷 聚會 ； 少人 自在 談心 ； 一個 人 也 可以 享受 自處 放 鬆 放空 。 個性 濃重 又 能 輕易 融合 的 一家 店 。
1116,李姿函,4 個月前,5,餐點：5/5  |  服務：5/5  |  氣氛：5/5,0,1740,餐點 ： 5 / 5     |     服務 ： 5 / 5     |     氣氛 ： 5 / 5
1117,M Y,4 個月前,2,味道不錯，但價格是真的嚇人 餐點：2/5  |  服務：3/5  |  氣氛：3/5,0,1740,味道 不錯 ， 但 價格 是 真的 嚇人   餐點 ： 2 / 5     |     服務 ： 3 / 5     |     氣氛 ： 3 / 5
1118,Toshiro Imanishi,4 個月前,5,,0,1740,
1119,陳霓霓,4 個月前,4,推薦一家超值的日料 他隱身在小小的巷子裏 鄰居是一家大飯店 偏向台式日料 套餐份量真的是超級滿足  食材多樣  適合35好友小聚 焗烤龍蝦 肉質Q彈  燉煮魚下巴軟嫩   味噌湯好好喝. 推! 餐點：4/5  |  服務：3/5  |  氣氛：3/5,1,1740,推薦 一家 超值 的 日料   他 隱身 在 小小的 巷子 裏   鄰居 是 一家 大飯 店   偏向 台式 日料   套餐 份量 真的 是 超級 滿足     食材 多樣     適合 35 好友 小聚   焗 烤 龍 蝦   肉質 Q 彈     燉 煮魚 下巴 軟嫩       味 噌 湯好 好喝 .   推 !   餐點 ： 4 / 5     |     服務 ： 3 / 5     |     氣氛 ： 3 / 5
1120,Patrick Schmid,5 個月前,5,美味的食物。 3800新台幣得到了Omakase。當然不便宜，但非常好。 餐點：5/5  |  服務：5/5  |  氣氛：4/5,0,1740,美味 的 食物 。   3800 新台幣 得到 了 Omakase 。 當然 不 便宜 ， 但 非常 好 。   餐點 ： 5 / 5     |     服務 ： 5 / 5     |     氣氛 ： 4 / 5
1121,Irene Hee,5 個月前,4,今天點了兩套2500 總的來說會有更好的選擇 喜歡的可能很喜歡 至少友人跟我都覺得烹調方式有點蓋過海鮮原本的味道 這樣的價格不是很OK  撇開這些服務跟地點都不錯 還是給四顆星～,0,1740,今天 點了 兩套 2500   總 的 來 說 會 有 更好 的 選擇   喜歡 的 可能 很 喜歡   至少 友人 跟 我 都 覺得 烹調 方式 有點 蓋 過海鮮 原本 的 味道   這樣 的 價格 不是 很 OK     撇開 這些 服務 跟 地點 都 不錯   還是 給四顆 星 ～
1122,王怡文,5 個月前,5,剛進來的時候因為價目表定價比較高有點嚇到 但吃了以後覺得相當好吃而且划算！  點了兩種魚套餐 （菜單上是寫定食但比定食的等級高太多了！） 套餐會有三樣小菜和沙拉做前菜 再上來茶碗蒸 主餐的清蒸午仔魚肉質軟嫩鮮美 旁邊的湯汁配飯真的好好吃 三種魚則是會有一碗天婦羅、一盤生魚片跟一個炸魚下巴 炸蝦的蝦子很大隻 皮的厚薄度適中咬下去有脆度沾醬調味也很配 生魚片蠻新鮮的肉質也很滑順 飯後會有十八味珍湯品 味道豐富並且帶有海鮮的鮮味 中間有招待三杯魚跟炸牛蒡絲 兩道都超好吃的  同桌有當月壽星 老闆還送了驚喜餐點並且說了好多次的生日快樂真的很感謝！還會想要再來訪,1,1740,剛進 來 的 時候 因為 價目 表定 價比較 高有點 嚇到   但 吃 了 以後覺 得 相當 好吃 而且 划算 ！     點了 兩種魚 套餐   （ 菜 單上 是 寫定 食 但 比定 食 的 等級 高太多 了 ！ ）   套餐 會有 三樣 小菜 和 沙拉 做前 菜   再 上 來 茶碗 蒸   主餐 的 清蒸 午仔魚 肉質 軟嫩 鮮美   旁邊 的 湯汁 配飯 真的 好 好吃   三種 魚則 是 會 有 一碗 天婦 羅 、 一盤生 魚片 跟 一個 炸魚 下巴   炸蝦 的 蝦子 很大 隻   皮 的 厚薄 度 適中 咬 下去 有 脆度 沾 醬 調味 也 很配   生魚 片蠻 新鮮 的 肉質 也 很 滑順   飯後會 有 十八 味珍 湯品   味道 豐富 並且 帶 有 海鮮 的 鮮味   中間 有 招待 三杯 魚跟炸 牛蒡 絲   兩道 都 超 好吃 的     同桌 有當 月 壽星   老 闆 還送 了 驚喜 餐點 並且 說 了 好 多次 的 生日 快樂 真的 很 感謝 ！ 還會 想要 再來訪
1123,郭彥廷,6 個月前,5,好吃 服務佳 餐點：5/5  |  服務：5/5  |  氣氛：5/5,1,1740,好吃   服務佳   餐點 ： 5 / 5     |     服務 ： 5 / 5     |     氣氛 ： 5 / 5
1124,Jessica vescogni,6 個月前,5,精緻好吃。服務人員也很好。,0,1740,精 緻 好吃 。 服務人員 也 很 好 。
1125,Vincent fan,6 個月前,5,,0,1740,
1126,紫雲,6 個月前,5,非常好吃，服務也很親切，很適合帶朋友來聚會喔！,0,1740,非常 好吃 ， 服務 也 很 親切 ， 很 適合帶 朋友 來 聚會 喔 ！
1127,婉婷,6 個月前,5,食材相當新鮮~老闆娘服務非常親切~魚肉烤的外酥內軟，肉質相當細緻唷~下次還會再來,1,1740,食材 相當 新鮮 ~ 老 闆 娘 服務 非常 親切 ~ 魚肉 烤 的 外 酥 內軟 ， 肉質 相當 細 緻 唷 ~ 下次 還會 再 來
