comment
好吃的本幫菜 勝過很多新開的上海餐館就是餐廳裝潢有點廉價感
經典上海菜，台北已經很稀有了。 菜色經典之外，服務也是經典。茶水、客製化點餐、餐後水果……，真的令人回味無窮。大推醃篤鮮湯品，讓奶奶的拿手美味經典重現。 餐點：5/5  |  服務：5/5  |  氣氛：4/5

"排骨的味道還不錯,但炸得有點太老過硬,配菜的部份口味一般,整體來說口味偏重"

美味
油膩量少貴蟑螂藥味 餐點：1/5  |  服務：1/5  |  氣氛：1/5
炸排骨夠嫩不乾柴，配菜也都不錯吃（預設是店員配的，但看到有人會主動選菜），門口湯桶可以自己打~ 店內冷氣很涼，夏天內用也完全不會熱！ 餐點：5/5  建議的餐點 炸排骨飯
好吃不貴 餐點：5/5  |  服務：5/5  |  氣氛：4/5

排骨香脆爽口，肉質鮮美軟?多汁，實在太令人感動的餐點！ 餐點：5/5  |  服務：5/5  |  氣氛：5/5  建議的餐點 炸排骨飯 滷排骨飯
排骨多汁又嫩，辣蘿蔔好好吃，配菜也很入味有下功夫，闆娘十分親切，棒棒！ 餐點：5/5  |  服務：5/5
餐點不錯吃，小菜調味佳，但就是用餐環境稍差了些 餐點：4/5  |  服務：5/5  |  氣氛：3/5  建議的餐點 炸排骨飯
強烈推薦炸雞腿便當，和炸排骨便當。便當能選四個配菜，每一樣都色香味俱全。
排骨其實不錯吃，配菜因為冷掉所以口味不佳 餐點：4/5  |  服務：3/5  |  氣氛：1/5  建議的餐點 炸排骨飯 滷排骨飯
好吃 餐點：5/5  |  服務：5/5  |  氣氛：5/5


經典老店，一路服務著，老闆娘濃濃的人情味，便當豐富的菜色，值得推薦！ 餐點：4/5  |  服務：5/5  |  氣氛：4/5

很道地傳統的一間店，吃的是傳統的味道，跟現在新開的店不一樣，所以不用有特別的期待


排骨麵不錯吃 湯頭 料都可以 餐點：5/5  |  服務：3/5  |  氣氛：3/5
炸排骨是酥的但偏乾硬，但排骨已經是所有菜色裡最好吃的，飯是爛的，菜是冷的糊的 餐點：3/5  |  服務：4/5  |  氣氛：2/5
老牌好店
餐點：4/5  |  服務：4/5  |  氣氛：3/5
雖然評分很低，但沒吃過還是姑且試試，果然不優，只是堪吃而已
送完客人剛好經過這家寧波排骨大王 我就進去點餐點了一份滷排骨飯  因為疫情的關係所以我選擇在車上有吃 我覺得感想是中規中矩的味道還不錯  有沒有其他人說的骨頭很多排骨算大塊 而且我吃完的排骨便當空盒子 我再走回店家問可以丟嗎  店家也很客氣說沒問題態度也很好有經過的時候我也會再過來吃 餐點：5/5  |  服務：5/5  |  氣氛：4/5
幾十年的老店口味傳統，價位還算正常
有點貴而且飯量少 餐點：3/5  |  服務：3/5  |  氣氛：3/5
口味還可以喔！只是環境要加強些 餐點：4/5  |  服務：5/5  |  氣氛：2/5
冷冰冰的冬粉 有夠難吃 冬粉用手碰 然後再摸錢 傻眼
難吃，很久沒有浪費食物吃到一半不吃了 餐點：1/5  |  服務：1/5  |  氣氛：1/5
便當味道尚可，中規中矩，最愛他的控肉飯，炸雞腿也不錯吃。

招牌排骨外酥內嫩，隱藏吃法可以請老闆加上蘑菇醬 控肉入味，豬腳Q彈 配菜給的有誠意，飯量男生也吃得飽 就連外送附的湯品也不馬虎 餐點：4/5  |  服務：5/5
Just回憶的味道


餐點：5/5  |  服務：5/5  |  氣氛：5/5
空氣中瀰漫一股奇怪的味道（煙味？）總之很不舒服。 一點去，配菜都是冷的，很像在吃ㄆㄨㄣˉ 真的難以下嚥。 雞排看似很大，其實多是骨頭，沒什麼肉。 評價還是要信啊！會只有3顆多星不是沒有道理的！ 吃到難吃的東西真的會讓人很不開心，而且110的價格也不算便宜啊！只能當買經驗了
來國家音樂廳聽音樂會，意外逛到老字號排骨飯！炸得蠻酥脆！配菜也豐富！老店店面看起來比較舊一點，不意外！ 建議的餐點 炸排骨飯




貨真價實的便當，好吃的食物哦！ 餐點：5/5  |  服務：5/5  |  氣氛：5/5


餐點：3/5  |  服務：4/5  |  氣氛：2/5
超好吃 推薦炸排骨飯 老闆娘給的菜比較多 餐點：5/5  |  服務：5/5  |  氣氛：5/5

品質好、穩定又好吃，很推!
炸排骨真的很紮實  停車場：停車方便
炸排骨跟配菜都很好吃
還可一


滷排骨真的非常入味  配菜也很豐富營養  老店就是好吃  非常喜歡
吃了近40年的好味道！ 個人覺得獨一無二的好吃

老店值得推薦，環境再加強些更完美！
非常好吃

配菜滿好吃的，推豆乾好ㄘ～～
物美價廉，難得


眷村古早味

附近也沒有其他更好選擇，就他了吧
貴，不好吃 餐點：2/5  |  服務：3/5  |  氣氛：3/5
好吃可以選菜色
老店還是很好吃
是好吃的排骨便當，但沒有到驚艷。店家很親切！配菜好吃。


就愛這味兒
光是路過就覺得油耗味好重??
雞排加殺小醬

老闆娘很客氣，可惜叉燒飯的叉燒邊緣硬硬的烤焦了，醬汁偏甜
還不錯！
很看吃的品項的一間店， 我們七個人用餐，點牛肉湯系列的感受都還不錯，湯麵、冬粉、湯餃都還不錯，也算便宜，但是！！！紅油抄手麵真的完全不行！抄手基本上只有皮完全沒有餡，然後麵極度酸甜，酸辣湯餃也不行，酸辣湯基本上完全沒味道，還有三隻果蠅在裡面，所以建議要用餐的人吃牛肉湯類的就好！ 餐點：3/5  |  服務：3/5  |  氣氛：1/5
東西很美味 台灣在地的味道 而且價格很實惠 餛飩麵的餛飩很紮實 炸醬麵的醬很入味 麵條很有特色 小菜很便宜 餐點：5/5  |  服務：5/5  |  氣氛：5/5
餐點：3/5  |  服務：3/5  |  氣氛：3/5
餐點：4/5
牛肉湯好吃，韭菜水餃也不錯，花干加辣蠻好吃的！ 餐點：5/5  |  服務：4/5  |  氣氛：4/5
我是一個在台灣生活多年的韓國人。 別擔心，就在這裡吃吧。 復古的氛圍是加分項，而且味道是真正的家常菜！ 菜單很少，隨便選一個。 韓國不存在的推薦酒精飲料！ 餐點：5/5  |  服務：5/5  |  氣氛：5/5
好地方小吃店藏在捷運中正紀念堂旁巷內， 是一間溫馨好吃的家常料理！ 牛肉湯的牛肉好吃，湯頭讚，才75元！ 韭菜水餃感覺是手工包的，也很好吃！  單點燙青菜也給得滿多的， 還有他們的辣油（放在餐具旁）也很讚， 感覺是新鮮的辣油渣，很香。  感覺在羅斯福路二段9巷裡， 有滿多好吃和感覺溫馨的小料理。  看到好地方的老闆和家人? 他們的家常互動和料理， 讓我有時會特地過去。  老闆和老闆娘都很親切， 也祝老闆身體健康！  如果有去中正紀念堂或兩廳院的， 這家店就在愛國東路旁、 往羅斯福路的小巷內唷！ 餐點：5/5  |  服務：5/5  |  氣氛：5/5  建議的餐點 乾拌麵 冬粉 韭菜水餃 小菜 花干 素雞

?????? 餐點：5/5  |  服務：5/5  |  氣氛：5/5
味道偏淡，沒有那種濃郁的牛肉湯味，也不太夠鹹，平常我吃滿清淡的，還是加了2匙的辣醬，但大碗的麵量是滿夠的，幸好旁邊醬料是滿豐富，改天試試水餃，水餃好像也比較小顆一點點 餐點：3/5  |  服務：4/5  |  氣氛：5/5
住在這個區域有一段時間了，這家牛肉麵店看起來舊舊暗暗的，不過每次經過外面牛肉湯的味道都很香，今天決定走進來吃看看。  店內有一股霉味，看起來是自己住家，但還算乾淨。  滷味有滿多種的可以自己夾，老闆會再幫你加熱，口味還不錯，價格也蠻便宜的。  牛肉麵湯頭是紅燒的，不會很鹹，是真的好喝。不過牛肉本身應該是冷凍過再加熱的，口感有點柴，可能是因為生意不好，當天沒賣完的會放到冰箱隔天繼續賣。  整體來說，還算可以，沒有其他評論說的那麼難吃，就是普通的家常麵店。 餐點：3/5  |  服務：4/5  |  氣氛：3/5
餐點便宜，口味道地，份量夠也吃得飽，所以雖然夏天冷氣有點不夠力，也還算可以接受。 餐點：5/5  |  服務：5/5  |  氣氛：4/5  建議的餐點 高麗菜水餃 豬頭皮 酸辣湯 乾拌麵 冬粉 韭菜水餃 小菜 花干 素雞
看起來很樸實的水餃店裡面感覺有點舊且傳統。 「牛肉高麗菜湯餃」，湯很好喝，水餃也不錯吃。裡面也有些菜可以吃。 「麻辣水餃」口味有點重，不太喜歡。 小菜個人覺得豆乾還不錯，燙出來熱熱的好吃，海帶是有點軟的。 店家還有賣水跟飲品。
餐點不錯，但用餐環境較老舊 餐點：4/5  |  服務：5/5  |  氣氛：3/5  停車位 停車不方便  附近的停車場 不提供停車位
牛肉麵是清燉口味，肉嫩湯清，建議點大碗比較夠吃。滷味不錯，尤其是豆腐蠻入味。酸辣湯餃也不錯，選韭菜口味的！  老老闆蠻親切，但最近天氣熱了，店內可以開冷氣比較不會邊吃一直流汗。 餐點：4/5  |  服務：4/5  |  氣氛：4/5
普普通通
餛飩真的都是皮，但滷味還可以。
牛肉麵用料實在，一碗160醃菜、蔬菜、牛肉都很足。只是如果麵條是刀削麵更好！

簡單的小店，以前在國圖讀書時，每次都在這裡吃滷肉飯
點了韭菜水餃、海帶小菜、青菜豆腐湯，發現25元的青菜豆腐湯料超多的，韭菜水餃算好吃。
乾拌麵即使有肉燥還是沒什麼味道 滿清淡的，適合不愛吃太鹹的人來 老闆娘人也親切，溫馨小店

靠近勞保局、外交部…等等公務機關。家庭式小吃 天然口味 感覺沒加糖 也沒用味精。難得的良心小店，價格很親民。老闆娘也親切。店雖然小 還算是乾淨 餐巾紙 辣椒醬 醬油 醋 ..一應俱全。
滷味可以 紅油抄手完全不行，幾乎看不到餡料，吃得到一點點肉味
炒手95%面皮，辣油還不錯
不知道如何形容

非常好的小商店，有很棒的麵條。 餐點：4/5  |  服務：4/5  |  氣氛：3/5
樸實的小麵店，餐點基本上都不貴，小菜價格也很划算，隨意點碗麵切個小菜就很滿足~ 看店內菜單，似乎紅油抄手是店內招牌，皮佔了蠻大的部分，而且吃起來沒有外觀看起來的辣（點了中辣選項），倒是酸味更為明顯，比老媽拌麵的酸辣口味還更酸一點，如果是想吃辣辣的紅油抄手可能會小失望 最後講一下店內環境，雖然看起來是老房子，但整潔度上還不錯，桌面及地板都沒有黏黏的油膩感，感覺是有常在打掃的
經濟實惠的小吃店。 抄手麵愛吃辣的我最喜歡。  唯一我在意的是，店內電視播放新聞台，聲音很大。
豬頭皮好吃入味、海帶10元哪裡找
不好吃 餐點：1/5  |  服務：1/5  |  氣氛：1/5
幾乎有去兩廳院聽音樂或看戲劇都會來這家用餐，但是感覺料理一次不如一次了！ 水餃跟麵吃起來的口感越來越不好，滷味也不行了！ 餐點：2/5  |  服務：2/5  |  氣氛：2/5
滷味5顆星、餛飩麵1顆星～平均3顆星

其實不該給分的，若不是沒有別的選擇；甚至該給負評，簡直地雷。  今天算倒霉，就不該走進去。音樂廳內的春水堂候位太久，外面摩斯也大排長龍。戲劇院一樓整修中，只好往婚紗那頭找吃的去；也實在是趕時間，不允許走太遠。  這店，千萬別去，餓肚子還強得多。都無法形容到底吃進肚子裡的是什麼！？
不趕時間的話?選別家吧
價格便宜 但麵裡面有綠綠的菜瓜布絲 衛生要再加強 吃到一半的時候看到很崩潰...


滷味好吃，點完會再燙過，淋上的醬料很好吃。最推紅油抄手＋麵，外面吃不到的好味道，酸辣很過癮，好吃到忘記拍照...一定得點一個青菜豆腐湯退辣，好喝料又多！內用都有內用餐具可用，帶一條手帕就可以零廢棄用餐！每次到中正紀念堂欣賞表演前必來用餐的小店，老闆、闆娘和價格都很親切～



辣椒油拌著麵吃還蠻不錯的，青菜份量也算ok。這價錢無法要求太多

酸辣湯是溫的 湯料不入味；水餃餡料不新鮮 豬肉臭臭的；價格是優勢
CP值非常高的一家店，牛肉麵麵條Q彈經濟實惠，隱藏巷弄的美食。
超好吃
牛肉麵130，湯餃75不好吃
上餐速度慢，牛肉高麗菜湯餃就是把一般水餃丟進牛肉湯麵內（內陷不是牛肉而是豬肉），小份7顆75元。
是老伯伯開的店，燙青菜跟牛肉湯麵都很好吃，而且湯給超多~便宜又好吃~希望大家可以多去捧場！
豬頭皮用紅麴鹽漬過非常好吃 還有牛肉麵非常推薦
不好吃


作為一個國家級戲劇院的餐廳，餐點非常令人失望。 德國豬腳又硬又難切，燉飯不像燉飯，飯處理的非常不ok，一點都不美味。 三個人吃了近2000元，一個沙拉、一杯茶、一個燉飯、一道豬腳。。。感覺很空虛? 餐點：1/5  |  服務：4/5  |  氣氛：2/5
餐點：5/5  |  服務：5/5  |  氣氛：5/5
餐點：5/5  |  服務：5/5  |  氣氛：5/5
餐點：4/5  |  服務：4/5  |  氣氛：4/5
餐點：5/5  |  服務：5/5  |  氣氛：5/5
餐點：5/5


光看部落客介紹就留口水了！還沒來去嚐鮮！但客服人員服務態度親切！一定會找時間去光臨的！對應得宜～這是服務業最好的榜樣 餐點：5/5  |  服務：5/5  |  氣氛：5/5
加入會員禮和壽星禮，離開時忘了拿...服務人員，如果可以順便提醒，會讓客人覺得更貼心
午餐時間人多吵雜，少了悠閑的氣氛，可惜了。餐點不特別但口味還可以。 我們兩人用餐，單點一份，套餐一份，上套餐的咖啡時，倒了一點給九十多歲的老媽幫助消化，（她平日不喝）但她怕咖啡苦，要求兩個糖包，服務生去問了半天，回來回答只能給一份，因為我們只點一個套餐只有一杯咖啡，如果要兩個糖要再加價，聽了真的很傻眼，我要的只是很普通的糖包，一般餐廳沒有糖包，也會有整個糖罐隨你加．．  問起來原來他們用的是迷你杯糖水，不知為什麼他們把加糖的事情搞得這麼複雜？或者說是慎重？當然老媽只要兩個糖包不是兩份糖，而我習慣喝黑咖啡，我們一個迷你杯儘夠了，而餐廳的角度是妨止客人只點一個套餐，卻兩個人喝咖啡，怕我們揩油？但是喝咖啡加糖，每個客人的份量是不一樣的，有人不加，有人加很重，這樣老闆也計較嗎？員工服務態度沒話講，但是老闆的心機很小人。 餐點：3/5  |  服務：5/5  |  氣氛：2/5
單價雖高，但餐點品質及水準都物超所值！麻糬鬆餅沾上附的冰淇淋及鮮奶油，超級好吃～ 餐點：5/5  |  服務：5/5  |  氣氛：5/5  建議的餐點 龍蝦汁海鮮燉飯  停車位 很多停車位  附近的停車場 付費室內停車場
美味的食物受到義大利和台灣的影響。每道菜和飲料都採用新鮮的食材和對細節的關注。 餐點：5/5  |  服務：5/5  |  氣氛：5/5

環境還可以，服務人員蠻好的，當天吃了干貝蛤蠣絲瓜燉飯與鮮蔬起司薄餅，料都算豐富但燉飯偏濕又太鹹不是我的菜，薄餅則不錯。 餐點：3/5  |  服務：4/5  |  氣氛：3/5
好的 餐點：3/5  |  服務：3/5  |  氣氛：3/5
菜色不是多樣，用餐限兩小時！ 義大利麵要加醬汁，好吃！ 餐點：4/5  |  服務：4/5  |  氣氛：4/5
平日中午人比較少一點 環境舒適 餐點好吃 喜歡小熊冰滴咖啡可愛又香醇 餐點：4/5  |  服務：4/5  |  氣氛：4/5  停車位 很多停車位  附近的停車場 付費室內停車場
經過還沒時間去，覺得餐廳地點棒，餐飲選擇多（有蔬食），價格也ok
冰咖啡很特別；杯裏有一隻冰熊。 餐點：5/5  |  服務：5/5  |  氣氛：5/5
餐點：5/5  |  服務：4/5  |  氣氛：4/5
交通便利，餐點好吃，飯後可以在公園裡逛逛散步挺不錯的，桌距寬敞不擁擠，可惜不是那種有戶外採光的空間，但室內算典雅舒適。 餐點：4/5  |  服務：4/5  |  氣氛：4/5
餐點：5/5  |  服務：4/5  |  氣氛：5/5
餐點：5/5  |  服務：5/5  |  氣氛：5/5
餐點：5/5  |  服務：5/5  |  氣氛：5/5
有氛圍的一家約會餐廳在市區而且是連假時居然可以在享受美食時還可以坐著很好聊天cp值真的高，低消居然只要求300，環境又舒服，服務生很恰到好處的服務令人愉悅 餐點：5/5  |  服務：5/5  |  氣氛：5/5  建議的餐點 蒜苗鴨胸捲餅 綜合水果鬆餅

與老友聚會，餐點美味可口加分！ 餐點：5/5  |  服務：5/5  |  氣氛：5/5  停車位 很多停車位  附近的停車場 付費室內停車場
大致不錯，點了兩瓶瓶裝啤酒，卻都附了冰塊杯，不太專業。建議附啤酒杯，冰的空杯。 餐點：4/5  |  服務：4/5  |  氣氛：4/5
這次點了 鮭魚沙拉套餐和海鮮燉飯！餐點 看起來很可口 不過味道似乎不怎麼入味！ 套餐的麵包 非常好吃 ，副餐的咖啡和綠茶也不錯喝！ 燉飯 忘記拍照就吃完了！ 餐點：4/5  |  服務：4/5  |  氣氛：5/5  建議的餐點 漁夫海鮮燉飯 茉莉綠茶
我認為這是值得一遊的。 餐點：4/5  |  服務：5/5  |  氣氛：5/5
餐點：3/5  |  服務：4/5  |  氣氛：4/5  建議的餐點 龍蝦汁海鮮燉飯
餐點好吃，不雷 用餐限2小時 中正紀念堂站5號出口 營業到晚上9. 假日人很多 這次是星期一晚上來、 用餐的人不多 環境相對寧靜 會想再來的店 建議平日來 餐點：4/5  |  服務：4/5  |  氣氛：4/5  建議的餐點 蒜苗鴨胸捲餅 龍蝦汁海鮮燉飯
餐點：4/5  |  服務：4/5  |  氣氛：4/5
海陸拼盤非常可以點！德國豬腳很好吃！但雞翅不怎樣！烤蝦也非常好吃！但西西里咖啡很好喝！基本上餐點都不錯！烤南瓜超級好吃！ 餐點：5/5  |  服務：4/5  |  氣氛：4/5  建議的餐點 香煎舒肥履歷豬戰斧
警告：工作人員對孩子不友善。餐廳大部分都是空的，但在等待我們的空間時，我們的兩個孩子跑來跑去。  工作人員沒有及時準備好我們的空間，而是立即蔑視我們並告訴我們孩子不能跑進去。可以理解，所以我們告訴我們的孩子不要這樣做。  然後，孩子們抓起幾支鉛筆（我們來不及做任何事情），工作人員再次告訴我們不要碰那些鉛筆！！！111 就像我們不知道一樣。  我不（只）責怪可能工作過度且工資過低的員工，但這很可能源自於糟糕的組織和管理。我讀過其他關於糟糕服務的評論，但仍然想提前嘗試。我們來這裡只是因為對面那家著名的美味餐廳很忙，所以最後我們決定回去等待另一家餐廳。這是值得的。我們受到了應有的待遇。 服務：1/5
"食物還不錯，擺盤也漂亮乾淨，環境蠻舒適。有素食的選擇，湯跟麵包及沙拉好吃。 The food is good. The environment is comfortable. It has veterinarian plates. I think its soup, bread and salad are quite nice. 餐點：4/5  |  服務：3/5  |  氣氛：4/5"
餐點很美味 水果茶(給的杯子裡面有玫瑰造型冰塊) 海鮮義麵有整支小卷 蛤蠣燉飯很鮮美 舒肥戰斧豬排軟嫩多汁，小朋友很喜歡吃 A餐的濃湯香濃+麵包軟Q 服務給100分 餐點：5/5  |  服務：5/5  |  氣氛：5/5

餐點：5/5  |  服務：5/5  |  氣氛：5/5  建議的餐點 蒜苗鴨胸捲餅
肋眼牛排7分熟煎的不會太老，肉很嫩，原味吃、或搭配海鹽都很適合，還有一種類似黃芥末的醬也很搭牛排的味道！ 餐點：5/5  |  服務：5/5  |  氣氛：5/5  建議的餐點 茉莉綠茶 蒜苗鴨胸捲餅 龍蝦汁海鮮燉飯
餐點：5/5  |  服務：5/5  |  氣氛：5/5


環境優美氣氛佳 用餐時間生意很好 餐點食材新鮮好吃 濃湯很道地又濃郁 水果茶風味十足 玫瑰造型冰塊非常美麗 客人幾乎是女性 很會掌握女性心理的店家 餐點：4/5  |  服務：4/5  |  氣氛：4/5
東西很好吃，環境好

座落於國家戲劇院一樓的餐廳，從中正紀念堂五號出口出來走路3分鐘內，即可從劇院外面進入。客人很多，需事先訂位。店內環境走寬敞明亮的路線，亦配合戲劇院的主題，有一些劇場設備展示的小巧思。店員十分親切客氣，有什麼需求都能即時提供。 當天預定了海鮮拼盤，看來十分豐盛，但其實份量不會很多，餐點都十分可口，牛排、義大利麵等都頗獲同行友人好評，薄餅則是看個人口味，並沒有十分偏好。 甜點部分點了鬆餅，口感Q彈，搭配鮮奶油令人滿足，整體而言體驗極佳，下次還會再來。 餐點：5/5  |  服務：5/5  |  氣氛：4/5
餐點：5/5  |  服務：5/5  |  氣氛：5/5
餐點：5/5  |  服務：5/5  |  氣氛：5/5
餐點：4/5  |  服務：4/5  |  氣氛：4/5
用餐環境略擁擠，平日沒有用餐時間限制，很熱鬧的用餐環境，餐點價格偏高，海陸大拼盤豐盛又好吃 ，很推薦訂位時先預訂，海鮮燉飯表現一般般的，口味和口感想像中的有落差，偏軟爛，特調水果茶搭配玫瑰冰磚超加分，而且真的很好喝，水果用料很實在，整體而言餐點單價較高，不過用餐無時間限制、服務人員很認真補水，算是蠻ok姊妹聚會餐廳  餐點：3/5  |  服務：4/5  |  氣氛：3/5
一開店就進去，客人還沒有很多 加點了套餐，湯跟麵包上來沒五分鐘，餐點就全部上齊。 如果用餐巔峰期可以理解，但當時入座率大概三成而已，等套餐的配餐吃完，麵的醬汁都糊了 點了麵跟燉飯，味道跟一般常見的很不一樣.... 松露麵完全沒有松露味，第一次吃松露味的人很容易被誤導 有個看起來剛入職的妹妹服務很好 但旁邊老鳥態度很差，問什麼都是臭臉 餐點：2/5  |  服務：2/5  |  氣氛：4/5

環境很棒，服務不錯會回訪 餐點：5/5  |  服務：5/5  |  氣氛：5/5
環境真的比較吵一些 餐點也比較普通 但不難吃 餐點：4/5  |  服務：4/5  |  氣氛：4/5
餐點：4/5  |  服務：4/5  |  氣氛：4/5
3個人用餐點了海陸拼盤，＋220元／人可加成套餐，告知服務人員3個人都要套餐回答是只能1個人加，海陸套餐的份量就是要分享只能1個人加唉無言。 加點1套餐飲料點了熱美式詢問有附牛奶？表有只給了3－5c.c的牛奶因份量太少，想要再要1份牛奶被告知要加35元詢問有奶球？表沒有，今天是碰到詐騙集團，服務人員對事情的應變能力也很差，終於可以體會之前的評論的感受，下次不會再去的店了。 餐點：3/5  |  服務：2/5  |  氣氛：2/5
海陸大拼盤很好吃，不過份量蠻多的喔，兩個人吃的話，就不要再點其他的東西了 餐點：5/5  |  服務：5/5  |  氣氛：5/5  建議的餐點
午餐聚會 交通便利 有捷運與停車場 用餐環境舒適 餐點推薦 愉快的用餐體驗 餐點：4/5  |  服務：4/5  |  氣氛：4/5  建議的餐點 水果茶 熱 漁夫海鮮燉飯  停車位 很多停車位  附近的停車場 付費停車位

餐點：4/5  |  服務：4/5  |  氣氛：4/5
餐點不錯，地點方便，景點好，機器人服務 餐點：5/5  |  服務：4/5  |  氣氛：5/5  建議的餐點 南瓜燉飯 龍蝦汁海鮮燉飯
餐點：3/5  |  服務：5/5  |  氣氛：4/5
餐點：4/5  |  服務：5/5  |  氣氛：5/5  建議的餐點 蒜苗鴨胸捲餅
餐點：5/5  |  服務：5/5  |  氣氛：5/5
位居國家劇院廳內一樓的一角，如果由特定的門進入，馬上就可看到，不過，還好我走錯了、從對面的門進入^^，一樓的空間感相當好，經過了中間的類線型書店，才終於找到。食物和位置的隔絕都很不錯，是吃新鮮美食加聊天的好地方。
還不錯吃 餐點：5/5  |  服務：4/5  |  氣氛：4/5  停車位 很多停車位  附近的停車場 付費停車位 付費室內停車場

餐點：4/5  |  服務：4/5  |  氣氛：4/5
好地方 餐點：5/5  |  服務：5/5  |  氣氛：5/5
不錯 餐點：5/5  |  服務：5/5  |  氣氛：5/5
價格偏高，燉飯好吃 餐點：5/5  |  服務：4/5  |  氣氛：5/5
餐點好吃……價格也合理，很適合跟朋友聊天久坐的好去處 餐點：5/5  |  服務：4/5  |  氣氛：5/5  建議的餐點 香煎舒肥履歷豬戰斧
餐點美味好吃，但是停車沒折抵不推 餐點：5/5  |  服務：5/5  |  氣氛：5/5  建議的餐點 龍蝦汁海鮮燉飯  停車位 很多停車位  附近的停車場 付費停車位
"低消每人$300，入座後，服務員先問是否飯後接著看戲？配合顧客的時間，出餐速度很快。 鮮果沙拉份量十足，醬料如果覺得不夠，可以請服務員再補上一份。 鬆餅外酥內Q,麻糬的特殊口感讓人驚豔。 水果茶的亮點，就是那杯茶味玫瑰花冰磚，清爽好喝。 餐點：5/5  |  服務：5/5  |  氣氛：5/5  建議的餐點 綜合水果鬆餅"
餐點：4/5  |  服務：4/5  |  氣氛：3/5
晚上生意普通，過了7:30兩位服務生開始在我們餐桌旁打掃，一副就是要把客人請走，不是營業到9點？餐點明明不錯，但服務生的服務讓餐點都覺得難吃，沒有靈魂的服務，讓人不會再次光臨
氣氛佳，服務好，餐點讚。 餐點：5/5  |  服務：5/5  |  氣氛：5/5  建議的餐點   停車位 很多停車位  附近的停車場 付費室內停車場

在中正紀念堂國家歌劇院，朋友相聚用餐或喝咖啡、下午茶，最方便地點，餐點還好，氣氛不錯。 餐點：3/5  |  服務：4/5  |  氣氛：4/5

餐點：5/5  |  服務：5/5  |  氣氛：5/5
餐點意外好吃，價格合理。 餐點：5/5  |  服務：3/5  |  氣氛：4/5  停車位 很多停車位  附近的停車場 付費室內停車場

餐點：4/5  |  服務：4/5  |  氣氛：4/5
沒想到在中正紀念堂竟然有藏了一間這樣的餐廳 ‘’想‘’系列的餐廳很有自己獨特的藝術風格 一進去看到牆上掛的畫就馬上覺得好像在陽明山另一家想系列餐廳看過哈哈  空間舒適寬敞很適合聚餐 座位很多假日也是滿座 餐點好吃份量滿多的  推薦海鮮系列很新鮮 還有起司薄餅  可以列入秘密基地清單裡了嘿嘿嘿  （好吃到忘記拍食物?下次補上） 餐點：5/5  |  服務：4/5  |  氣氛：5/5  建議的餐點 漁夫海鮮燉飯
餐點：5/5  |  服務：5/5  |  氣氛：5/5
可以現在聽演奏很棒的氛圍^_^ 餐點：5/5  |  服務：5/5  |  氣氛：5/5  建議的餐點 新竹福源花生巧克力脆薯
餐點：4/5  |  服務：5/5  |  氣氛：5/5
服務不錯，餐點很多蔬食可以選擇，覺得很棒，對蔬食者很友善的餐廳，空間也很漂亮，值得推薦 餐點：5/5  |  服務：5/5  |  氣氛：5/5
餐點：5/5  |  服務：5/5  |  氣氛：5/5  建議的餐點 Appetizer Platter
餐點：4/5  |  服務：4/5  |  氣氛：4/5
餐點：4/5  |  服務：4/5  |  氣氛：3/5
比較吵 東西還行 水果茶給了我一個玫瑰花的冰塊 心情不錯
平日用餐客滿，餐點好吃，有機器人 餐點：5/5  |  服務：5/5  |  氣氛：5/5
餐點：4/5  |  服務：4/5  |  氣氛：4/5

食物還可以，但服務有些不盡如人意。定價偏高。 餐點：4/5  |  服務：3/5  |  氣氛：4/5
讓人驚豔的好地方，餐點很棒，環境也很好，我們吃第二輪的，後面沒客人，2小時用餐時間過了也沒請我們離開，服務態度很好。 餐點：5/5  |  服務：5/5  |  氣氛：5/5
聽音樂會就近用餐，粉紅酸奶雞肉義大利麵好吃，安靜的環境，又不用付服務費。 餐點：4/5  |  服務：4/5  |  氣氛：4/5
好吃安靜 餐點：5/5  |  服務：5/5  |  氣氛：5/5
餐點：5/5  |  服務：5/5  |  氣氛：5/5  建議的餐點 本日湯 水果磅蛋糕 青醬雞腿燉飯 起司雞肉麵包餅 b餐 小沙拉
餐點：4/5  |  服務：4/5  |  氣氛：4/5
餐點：4/5  |  服務：1/5  |  氣氛：3/5
店內擁擠，店員服務態度待加強，價格偏貴。
義大利麵條煮得過軟，燉飯飯粒也太軟，蠻可惜的，雞排味道還不錯。
週五週六到店用餐，感受十分差勁  週五晚上六點半點餐戴眼鏡的小姐臉很臭，不知道在臭什麼的 週六中午長桌靠近吧台的客人品質很糟 放任小孩在餐廳亂跑吵鬧，店員都不用制止嗎  本以為國家音樂廳的餐廳店家氣氛會很好，不講我以為我是在兒童樂園用餐，沒格調又吵鬧 餐點：4/5  |  服務：5/5  |  氣氛：1/5  建議的餐點 青醬雞腿燉飯
